,awk cat hpost,awk cat post,awk dvipost sed,cat date generic,cat file ln,cat file post,cat generic ls,cat generic sendmail,cat hpost dvips,cat hpost dviselec,cat mail csh,cat post rm,cpp sh xrdb,csh cat mail,csh mailx csh,csh more csh,csh sendmail sendmail,csh stty tset,csh xinitrem xremote,csh xterm xterm,date generic download,date generic expr,date generic generic,date generic gethost,date generic rm,date lp find,date ls ls,date ls mc,date ls virtex,date netscape netscape,date sendmail sendmail,download gs ghostvie,download tcpostio tcpostio,dvipost awk cat,dvipost awk dvipost,dvipost rm generic,dvipost sed cat,dvips date ls,dvips dvipost rm,dvips gs gs,dvips gs ls,dvips ls ls,dvips ls virtex,dvips rm dvipost,dvips virtex dvips,dviselec dvips rm,env csh csh,ex hostname id,expr cat generic,expr generic cat,expr touch sleep,fifo cat date,fifo cat generic,fifo rm unlock,file ln dvipost,file post awk,find expr generic,find mkdir expr,find tail ls,generic cat file,generic cat generic,generic date generic,generic download gethost,generic expr cat,generic expr touch,generic generic date,generic gethost download,generic ln ln,generic lp getpgrp,generic lp sh,generic ls generic,generic rm ls,generic sendmail sendmail,generic tcppost sh,gethost download gs,gethost download tcpostio,getopt true grep,getopt true true,getpgrp lock lock,getpgrp lock true,ghostvie ls mc,ghostvie rm netscape,ghostvie virtex dvips,grep date lp,gs ghostvie ls,gs ghostvie rm,gs ghostvie virtex,gs gs gs,gs gs ls,gs ls ls,gs ls virtex,hostname cat mail,hostname id nawk,hpost dvips dvipost,hpost dviselec dvips,id nawk getopt,launchef hostname cat,launchef launchef sh,launchef sh hostname,launchef sh launchef,lc gs ghostvie,lc hostname id,lc ls mc,lc more ls,lc more more,ln dvipost awk,ln generic lp,ln ln generic,lock generic tcppost,lock hostname id,lock lock generic,lock ls ls,lock netscape netscape,lock true ls,lp find expr,lp find mkdir,lp find tail,lp getpgrp lock,lp sh getpgrp,ls date ls,ls date virtex,ls generic date,ls generic generic,ls gs ghostvie,ls ls date,ls ls ls,ls ls mc,ls ls netscape,ls ls sendmail,ls ls virtex,ls mc lc,ls netscape ls,ls netscape netscape,ls sed fifo,ls sendmail sendmail,ls virtex date,ls virtex dvips,ls virtex hostname,ls virtex ls,ls virtex virtex,mail csh stty,mailx csh xinitrem,mailx more csh,mailx sendmail sendmail,mc lc gs,mc lc hostname,mc lc ls,mc lc more,mc lc virtex,mediamai sendmail date,mediamai sendmail ls,mediamai sendmail netscape,mediamai sendmail sendmail,mkdir expr generic,more csh mailx,more csh more,more csh sendmail,more ls ls,more ls mc,more more csh,more more ls,more sendmail sendmail,nawk getopt true,netscape ls ls,netscape netscape date,netscape netscape ls,netscape netscape netscape,netscape netscape sendmail,netscape netscape sh,netscape sendmail sendmail,netscape sh hostname,netstat netscape netscape,post awk cat,post rm generic,reaper cat mail,rm dvipost rm,rm generic ln,rm ls sed,rm unlock rmdir,rmdir generic tcppost,sed cat hpost,sed fifo cat,sed fifo rm,sendmail ls ls,sendmail ls mc,sendmail mailx sendmail,sendmail netscape netscape,sendmail rm ls,sendmail sendmail mailx,sendmail sendmail rm,sendmail sendmail sendmail,sendmail sendmail sh,sendmail sh mediamai,sh getpgrp lock,sh gs ghostvie,sh hostname cat,sh hostname id,sh launchef hostname,sh lock date,sh lock hostname,sh lock ls,sh lock netscape,sh mediamai sendmail,sh netscape netscape,sh sendmail lock,sh sendmail sendmail,sh xrdb cpp,sleep ls sed,stty tset env,stty tset launchef,stty tset more,tail ls sed,tcpostio cat generic,tcpostio tcpostio cat,tcpostio tcpostio tcpostio,tcppost sh gs,tcppost sh lock,tcppost sh sendmail,touch sleep ls,true grep date,true ls sed,true true grep,true true true,tset env csh,tset more csh,unlock rmdir generic,virtex date ls,virtex dvips date,virtex dvips gs,virtex dvips ls,virtex dvips virtex,virtex hostname id,virtex ls ls,virtex ls virtex,virtex virtex date,virtex virtex dvips,virtex virtex hostname,virtex virtex ls,virtex virtex virtex,virtex xdvirea xdvi,wait4wm xhost xsetroot,xhost xsetroot reaper,xinitrem xremote csh,xinitrem xremote xemacs1,xrdb cpp sh,xremote csh xterm,xsetroot reaper cat,User,Segment,Label
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.963677248795051,0.0,8.451040735173738,0.0,0.0,0.0,0.0,10.083089101393778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.532373187026924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.734073343725429,0.0,0.0,0.0,0.0,3.820055259478705,10.356991438060163,6.904660958706775,3.714694743820879,0.0,0.0,3.244691114575143,0.0,3.9378382951350885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.132072236466994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.963677248795051,0.0,0.0,0.0,0.0,0.0,2.9727573990915013,2.7984040119467233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.250919077408596,4.292157651814067,0.0,0.0,6.904660958706775,0.0,3.820055259478705,0.0,0.0,0.0,0.0,4.292157651814067,0.0,0.0,3.820055259478705,4.225520367586869,0.0,4.225520367586869,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,4.225520367586869,0.0,0.0,4.225520367586869,0.0,4.225520367586869,14,0,0
1,3.184066492758708,0.0,0.0,0.0,2.616082455152769,0.0,0.0,0.0,3.244691114575143,0.0,2.4909193121987627,0.0,0.0,0.0,0.0,0.0,0.0,2.5207722753484445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6105605895506714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.184066492758708,0.0,2.721442970810595,0.0,0.0,3.244691114575143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6352532021410426,0.0,0.0,0.0,0.0,2.616082455152769,0.0,0.0,2.9727573990915013,0.0,1.6352532021410426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6734744149612406,2.0099466515824536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.991928146079775,0.0,0.0,0.0,0.0,0.0,1.6228306821424856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.244691114575143,1.6478319843479028,3.244691114575143,0.0,1.6352532021410426,0.0,3.4523304793533875,3.4523304793533875,0.0,0.0,0.0,0.0,0.0,0.0,2.6850753266397205,1.6734744149612406,1.6734744149612406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.926237383456608,0.0,2.0099466515824536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.198108354700492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4909193121987627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.714694743820879,0.0,0.0,0.0,0.0,2.9727573990915013,0.0,0.0,0.0,0.0,3.378222507199666,0.0,3.9378382951350885,0.0,1.6352532021410426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6865464965285932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6228306821424856,0.0,1.974228568980374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,4.071369687759612,0.0,4.071369687759612,0.0,70.63422628912475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,0
2,0.0,0.0,0.0,1.6605710101253326,0.0,0.0,1.6478319843479028,0.0,0.0,0.0,2.4909193121987627,0.0,0.0,0.0,0.0,0.0,0.0,2.5207722753484445,0.0,0.0,0.0,0.0,1.6478319843479028,1.7268203956665331,1.8125872174239583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6605710101253326,0.0,1.7687845947655654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.196878458036653,0.0,0.0,0.0,1.6605710101253326,1.7545999597736088,0.0,0.0,0.0,1.6605710101253326,1.8276250947884989,0.0,1.6478319843479028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.244691114575143,0.0,0.0,0.0,0.0,3.820055259478705,0.0,0.0,3.714694743820879,0.0,0.0,0.0,17.66186593513462,19.689191475675443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6478319843479028,0.0,0.0,0.0,1.5864630379716107,7.238769128033107,0.0,0.0,0.0,22.72639730056847,0.0,0.0,3.0798860446734357,0.0,0.0,0.0,0.0,0.0,0.0,2.4909193121987627,0.0,0.0,0.0,0.0,0.0,2.9727573990915013,27.98404011946723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,23.64755755039766,0.0,11.813514885405265,3.6193845640165536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7268203956665331,1.783173332217665,1.8125872174239583,0.0,1.6352532021410426,1.7687845947655654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.083089101393778,0.0,0.0,0.0,0.0,0.0,0.0,3.820055259478705,0.0,0.0,3.244691114575143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,0.0,0.0,1.6997917232786137,1.7132147436107545,3.3995834465572274,0.0,1.906405972641613,0.0,0.0,0.0,1.783173332217665,0.0,0.0,0.0,0.0,1.7977721316388178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2,0
3,0.0,2.1052568313867783,0.0,1.6605710101253326,0.0,2.125459538704298,1.6478319843479028,0.0,0.0,0.0,2.4909193121987627,2.1052568313867783,0.0,0.0,0.0,3.3092296357127142,0.0,2.5207722753484445,0.0,0.0,0.0,3.3092296357127142,1.6478319843479028,1.7268203956665331,0.0,1.6105605895506714,0.0,0.0,0.0,0.0,0.0,3.9378382951350885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6352532021410426,3.9378382951350885,1.6605710101253326,0.0,0.0,0.0,2.1460788259070336,0.0,2.9727573990915013,0.0,1.6352532021410426,0.0,3.196878458036653,0.0,0.0,3.6193845640165536,1.6605710101253326,1.7545999597736088,1.6734744149612406,0.0,2.6499840068284506,1.6605710101253326,0.0,0.0,0.0,3.820055259478705,0.0,2.6499840068284506,0.0,0.0,1.783173332217665,0.0,0.0,0.0,1.6228306821424856,0.0,3.1269080789187598,0.0,0.0,0.0,0.0,0.0,3.244691114575143,1.6478319843479028,0.0,0.0,1.6352532021410426,0.0,0.0,3.4523304793533875,0.0,0.0,0.0,3.244691114575143,0.0,0.0,0.0,1.6734744149612406,1.6734744149612406,0.0,0.0,0.0,0.0,0.0,1.8125872174239583,0.0,2.926237383456608,0.0,0.0,2.6499840068284506,0.0,0.0,1.6478319843479028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.132072236466994,0.0,0.0,3.0798860446734357,0.0,0.0,0.0,0.0,0.0,0.0,2.4909193121987627,0.0,8.451040735173738,0.0,0.0,0.0,2.9727573990915013,2.7984040119467233,0.0,0.0,0.0,0.0,0.0,2.9727573990915013,10.356991438060163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6352532021410426,0.0,0.0,0.0,11.280398605606809,0.0,3.532373187026924,0.0,3.820055259478705,4.071369687759612,2.125459538704298,2.125459538704298,0.0,0.0,1.6865464965285932,0.0,0.0,0.0,0.0,1.6352532021410426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125459538704298,2.1460788259070336,2.6850753266397205,0.0,3.4523304793533875,3.072840857648484,0.0,0.0,0.0,0.0,0.0,2.1460788259070336,0.0,0.0,0.0,0.0,3.532373187026924,0.0,0.0,0.0,0.0,1.6997917232786137,1.7132147436107545,3.3995834465572274,0.0,0.0,0.0,3.820055259478705,1.6228306821424856,1.783173332217665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,3,0
4,0.0,0.0,0.0,3.321142020250665,0.0,0.0,3.2956639686958056,3.6193845640165536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,3.3092296357127142,3.2956639686958056,1.7268203956665331,1.8125872174239583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125459538704298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,0.0,0.0,1.6605710101253326,0.0,1.7687845947655654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.393756916073306,4.071369687759612,3.6193845640165536,0.0,3.321142020250665,1.7545999597736088,0.0,0.0,0.0,3.321142020250665,1.8276250947884989,3.6193845640165536,1.6478319843479028,0.0,2.125459538704298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.244691114575143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9378382951350885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2956639686958056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.132072236466994,0.0,0.0,3.0798860446734357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9727573990915013,2.7984040119467233,0.0,0.0,0.0,3.184066492758708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6193845640165536,0.0,0.0,0.0,3.184066492758708,56.40199302803405,0.0,3.532373187026924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4536407913330662,1.783173332217665,1.8125872174239583,0.0,1.6352532021410426,1.7687845947655654,0.0,0.0,0.0,0.0,3.6193845640165536,0.0,3.6193845640165536,0.0,2.125459538704298,2.1460788259070336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.820055259478705,2.1460788259070336,3.820055259478705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3995834465572274,3.426429487221509,6.799166893114455,0.0,1.906405972641613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7977721316388178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,4,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4909193121987627,0.0,0.0,4.225520367586869,3.9378382951350885,13.236918542850857,0.0,2.5207722753484445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.066036118233497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4909193121987627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,12.978764458300573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125459538704298,2.1460788259070336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1460788259070336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3092296357127142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,0.0,3.4523304793533875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.142739375519223,0.0,0.0,0.0,170.04535958492997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,5,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.142739375519223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,0.0,3.244691114575143,3.532373187026924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.037556455659328,0.0,0.0,0.0,0.0,8.264144472933989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,0.0,5.9455147981830025,2.7984040119467233,0.0,3.9378382951350885,3.532373187026924,0.0,9.927688907138142,0.0,0.0,0.0,0.0,0.0,6.756445014399332,0.0,0.0,3.6193845640165536,0.0,0.0,0.0,0.0,9.024318884485448,3.3092296357127142,0.0,6.043095126521867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.820055259478705,0.0,0.0,3.4523304793533875,0.0,0.0,0.0,12.603861376742223,14.878216770930084,15.022551781349236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.022551781349236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.92865964122215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,6,0
7,3.184066492758708,0.0,0.0,1.6605710101253326,2.616082455152769,0.0,1.6478319843479028,0.0,3.244691114575143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6478319843479028,1.7268203956665331,1.8125872174239583,1.6105605895506714,0.0,0.0,0.0,0.0,0.0,0.0,2.125459538704298,3.184066492758708,0.0,2.721442970810595,0.0,0.0,3.244691114575143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6352532021410426,0.0,1.6605710101253326,0.0,0.0,2.616082455152769,0.0,0.0,2.9727573990915013,0.0,1.6352532021410426,0.0,3.196878458036653,0.0,0.0,0.0,1.6605710101253326,1.7545999597736088,1.6734744149612406,2.0099466515824536,0.0,1.6605710101253326,0.0,0.0,0.0,0.0,2.125459538704298,0.0,1.991928146079775,0.0,1.783173332217665,0.0,0.0,0.0,1.6228306821424856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6478319843479028,3.244691114575143,0.0,1.6352532021410426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6850753266397205,1.6734744149612406,1.6734744149612406,0.0,0.0,0.0,0.0,0.0,1.8125872174239583,0.0,2.926237383456608,0.0,2.0099466515824536,0.0,0.0,0.0,1.6478319843479028,0.0,0.0,0.0,15.864630379716107,0.0,0.0,0.0,7.018399839094435,0.0,0.0,0.0,1.5399430223367179,0.0,0.0,0.0,3.9378382951350885,24.339549483007797,2.1460788259070336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9727573990915013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6352532021410426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6865464965285932,0.0,0.0,0.0,0.0,1.6352532021410426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6997917232786137,1.7132147436107545,3.3995834465572274,0.0,0.0,0.0,0.0,1.6228306821424856,1.783173332217665,1.974228568980374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,6.911123310331849,21.88638440325829,0.0,0.0,0.0,2.616082455152769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,7,0
8,0.0,0.0,0.0,1.6605710101253326,0.0,0.0,1.6478319843479028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,0.0,1.6478319843479028,0.0,1.8125872174239583,1.6105605895506714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6352532021410426,0.0,1.6605710101253326,0.0,3.5375691895311308,0.0,0.0,0.0,2.9727573990915013,0.0,1.6352532021410426,0.0,3.196878458036653,4.071369687759612,0.0,0.0,1.6605710101253326,0.0,1.6734744149612406,2.0099466515824536,0.0,1.6605710101253326,1.8276250947884989,0.0,3.2956639686958056,0.0,0.0,0.0,1.991928146079775,0.0,1.783173332217665,0.0,0.0,0.0,1.6228306821424856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6478319843479028,0.0,0.0,1.6352532021410426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6734744149612406,1.6734744149612406,0.0,0.0,0.0,0.0,0.0,1.8125872174239583,0.0,2.926237383456608,0.0,2.0099466515824536,0.0,0.0,0.0,1.6478319843479028,0.0,0.0,0.0,9.518778227829664,0.0,0.0,0.0,3.5091999195472177,0.0,0.0,0.0,4.619829067010153,0.0,0.0,0.0,0.0,2.0282957902506498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.184066492758708,0.0,2.9727573990915013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6352532021410426,3.184066492758708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6865464965285932,1.7268203956665331,3.56634666443533,3.6251744348479167,0.0,1.6352532021410426,3.5375691895311308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125459538704298,2.1460788259070336,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,0.0,0.0,0.0,2.1460788259070336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6997917232786137,1.7132147436107545,3.3995834465572274,0.0,3.812811945283226,0.0,0.0,1.6228306821424856,1.783173332217665,1.974228568980374,0.0,0.0,0.0,3.5955442632776355,0.0,0.0,0.0,0.0,0.0,0.0,2.3037077701106163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,8,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.691704303772886,0.0,0.0,0.0,19.3005995575097,0.0,0.0,0.0,0.0,0.0,3.6193845640165536,0.0,0.0,68.9620568685221,4.292157651814067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,0.0,0.0,0.0,0.0,0.0,27.644493241327396,52.5273225678199,0.0,0.0,0.0,5.232164910305538,5.232164910305538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,9,0
