,as ld_ nm,awk awk awk,awk less awk,bison flex uname,bison make bison,bison uname nawk,cat hostname tty,cat justlex less,cat less spec,cat nawk npasplit,cat spec bison,cat spec cat,cat spec less,cat spec mkpts,cat spec spec,cat spec uname,cc1 as ld_,cc1 gcc gcc,col col sh,col sh man,cpp cc1 gcc,cpp gcc gcc,emacs20 bash cat,flex make flex,flex uname nawk,frm movemail movemail,gcc gcc less,gcc gcc mkpts,gcc less uname,gcc make bison,gcc make cat,gcc make flex,gcc make less,gcc make mkpts,gcc make rm,gcc make spec,gcc make tput,gcc make uname,gcc mkpts uname,gdb bison flex,gdb uname nawk,hostname stty frm,hostname tty sed,ksh netscape netscape,ld_ ld gcc,less awk less,less bison flex,less cat spec,less flex uname,less less less,less less mkpts,less less uname,less ls rm,less mkpts uname,less spec gdb,less spec less,less spec mkpts,less spec uname,less uname nawk,ls less less,ls ls ls,ls rm ls,ls uname nawk,make bison flex,make bison make,make cat spec,make flex uname,make less spec,make mkpts bison,make mkpts uname,make rm make,make rm rm,make spec gdb,make spec less,make spec ls,make spec mkpts,make spec uname,make tput cat,make uname nawk,man man sed,man sed awk,man unpack col,mkpts bison flex,mkpts nroff sed,mkpts uname nawk,mkpts unpack col,movemail movemail sendmail,movemail sendmail sendmail,nawk cpp gcc,nawk ld_ ld,nawk ld_ nm,nawk npasplit sh,neqn nroff col,neqn sed neqn,neqn tbl tbl,netscape netscape cat,netscape netscape netscape,netstat netscape netscape,nroff col col,nroff neqn sed,nroff sed nroff,nroff sed sed,rm make bison,rm rm make,sed awk sh,sed hostname stty,sed neqn tbl,sed nroff neqn,sed tbl tbl,sendmail sendmail sendmail,sh man man,sh man unpack,spec bison flex,spec cat spec,spec gdb bison,spec gdb spec,spec gdb uname,spec less bison,spec less cat,spec less flex,spec less less,spec less ls,spec less mkpts,spec less spec,spec less uname,spec ls less,spec mkpts bison,spec mkpts uname,spec rm spec,spec spec gdb,spec spec spec,spec uname nawk,tbl neqn nroff,tbl tbl neqn,tput cat spec,tty sed hostname,unpack col col,User,Segment,Label
0,0.0,11.460165778436116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9378382951350885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.356991438060163,10.356991438060163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.144084231462637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.064746374053848,6.904660958706775,0.0,0.0,0.0,0.0,4.225520367586869,0.0,0.0,0.0,0.0,0.0,4.071369687759612,3.820055259478705,3.9378382951350885,3.714694743820879,0.0,0.0,0.0,3.9378382951350885,3.9378382951350885,4.071369687759612,4.225520367586869,0.0,0.0,6.904660958706775,0.0,3.9378382951350885,4.071369687759612,4.225520367586869,0.0,6.2538161578375195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.142739375519223,7.875676590270177,0.0,0.0,3.820055259478705,20,0,0
1,0.0,22.92033155687223,57.300828892180576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.005726413492305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,0
2,0.0,53.48077363270187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2,0
3,0.0,7.64011051895741,129.88187882227598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.58492654608901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,3,0
4,0.0,72.5810499300954,87.86127096801022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,3.4523304793533875,0.0,0.0,4.071369687759612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.86736859552197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9378382951350885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.820055259478705,3.9378382951350885,3.714694743820879,0.0,0.0,0.0,3.9378382951350885,3.9378382951350885,4.071369687759612,4.225520367586869,0.0,0.0,0.0,0.0,3.9378382951350885,4.071369687759612,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.142739375519223,7.875676590270177,0.0,0.0,0.0,20,4,0
5,0.0,84.04121570853151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9378382951350885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,3.4523304793533875,0.0,0.0,4.071369687759612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.532373187026924,6.904660958706775,0.0,0.0,3.9378382951350885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,3.820055259478705,3.9378382951350885,3.714694743820879,0.0,0.0,0.0,3.9378382951350885,3.9378382951350885,4.071369687759612,4.225520367586869,0.0,0.0,6.904660958706775,0.0,3.9378382951350885,4.071369687759612,4.225520367586869,0.0,3.1269080789187598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.142739375519223,7.875676590270177,0.0,0.0,0.0,20,5,0
6,0.0,7.64011051895741,38.200552594787055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.14694743820879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,6,0
7,0.0,0.0,53.48077363270187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,3.4523304793533875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.005726413492305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.532373187026924,3.4523304793533875,0.0,0.0,3.9378382951350885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.820055259478705,3.9378382951350885,3.714694743820879,0.0,0.0,0.0,3.9378382951350885,3.9378382951350885,4.071369687759612,0.0,0.0,0.0,3.4523304793533875,0.0,3.9378382951350885,4.071369687759612,4.225520367586869,0.0,3.1269080789187598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,7.875676590270177,0.0,0.0,0.0,20,7,0
8,0.0,26.740386816350934,145.1620998601908,0.0,0.0,0.0,0.0,0.0,0.0,3.9378382951350885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.72901077755165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,8,0
9,0.0,0.0,53.48077363270187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.72042115731318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.714694743820879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,9,0
