,arch tset stty,awk cat post,awk echo awk,awk echo cxwsh,awk sed echo,awk sed xdpyinfo,bindkey bindkey sh,bindkey sh test,cat date generic,cat dopriso sh,cat file post,cat generic ls,cat post rm,cat prison_r prison_r,cat rsh cat,cat sh rsh,cat sh rshd,cat tty hostname,cat uname stty,compress nawk sort,cpp sh xrdb,cxwsh cat uname,date generic generic,date generic gethost,date lp find,date nawk ls,dopriso sh rshd,echo awk cxwsh,echo awk echo,echo cxwsh cat,echo sh mailx,echo sh rshd,expr date cat,expr date nawk,expr expr date,expr generic cat,fifo cat date,fifo rm unlock,file post awk,find sh grep,generic cat file,generic date generic,generic generic date,generic gethost download,generic ln ln,generic lp sh,generic tcppost sh,getpgrp lock true,grep date lp,grep grep sh,grep nawk expr,grep sed xmodmap,grep sh grep,grep sh rshd,hostname arch tset,hostname id nawk,id nawk getopt,launchef launchef sh,launchef sh launchef,launchef sh sh,lc ls mc,ln generic lp,ln ln generic,lock true ls,ls mc lc,ls sed fifo,ls tail compress,ls tail grep,mailx echo sh,mailx grep sh,mc lc grep,mc lc ls,mc lc vim,nawk cat dopriso,nawk cat prison_r,nawk expr date,nawk fgrep tail,nawk getopt true,nawk ls tail,nawk sed sort,nawk sort nawk,netscape netscape netscape,post awk cat,post rm generic,prison_r prison_r sed,reaper xsessio sh,rlogin rlogin xwsh,rm generic ln,rm ksh xterm,rm ls sed,rm unlock rmdir,rmdir generic tcppost,rsh cat sh,rsh grep nawk,rsh rshd grep,rsh rshd nawk,rshd cat sh,rshd compress nawk,rshd echo sh,rshd expr expr,rshd find sh,rshd grep nawk,rshd grep sh,rshd nawk cat,rshd rsh grep,rshd rshd grep,rshd tail sh,rshd vim ls,sed awk echo,sed awk sed,sed cat rsh,sed echo awk,sed fifo cat,sed fifo rm,sed rsh rsh,sed sh rshd,sed sort fgrep,sed xmodmap cpp,sendmail mailx sendmail,sendmail sendmail mailx,sh echo sh,sh find sh,sh getpgrp lock,sh grep sh,sh nawk cat,sh rm mediamai,sh rsh rshd,sh rshd cat,sh rshd compress,sh rshd echo,sh rshd expr,sh rshd find,sh rshd grep,sh rshd mailx,sh rshd rsh,sh rshd rshd,sh rshd tail,sh rshd vim,sh sed sort,sh sh rshd,sh sh sh,sh test uname,sh xwsh sh,sort fgrep tail,sort nawk fgrep,sort nawk sed,stty tset bindkey,tail compress nawk,tail grep sh,tail sh nawk,tail sh rshd,tail sh sed,tcpostio cat generic,tcpostio tcpostio cat,tcpostio tcpostio tcpostio,tcppost sh lock,test cat uname,test test wc,test uname gre,test uname test,test wc sed,true grep date,true ls sed,tset bindkey bindkey,tset stty ksh,tty hostname arch,uname stty tset,uname test test,unlock rmdir generic,vim ls mc,vim sendmail sendmail,wc sed awk,xdpyinfo awk sed,xmodmap cpp sh,xsessio sh test,xwsh sh xwsh,User,Segment,Label
0,0.0,0.0,0.0,15.28022103791482,14.477538256066214,4.225520367586869,14.858778975283515,15.751353180540354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.236918542850857,0.0,3.820055259478705,14.858778975283515,0.0,0.0,0.0,0.0,0.0,0.0,14.858778975283515,14.858778975283515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.858778975283515,0.0,14.477538256066214,0.0,0.0,0.0,0.0,0.0,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.54614817856357,0.0,0.0,0.0,0.0,13.80932191741355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28022103791482,0.0,19.100276297393528,15.28022103791482,0.0,0.0,13.80932191741355,0.0,0.0,13.236918542850857,19.100276297393528,0.0,0.0,0.0,14.858778975283515,4.225520367586869,4.225520367586869,4.225520367586869,0.0,4,0,0
1,0.0,0.0,0.0,3.820055259478705,3.6193845640165536,0.0,3.714694743820879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3092296357127142,0.0,0.0,3.714694743820879,0.0,0.0,0.0,0.0,0.0,0.0,3.714694743820879,3.714694743820879,0.0,8.264144472933989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.532373187026924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.76696439348518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64011051895741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.214831080442465,0.0,0.0,0.0,24.571890873007828,0.0,0.0,0.0,0.0,0.0,0.0,3.714694743820879,0.0,3.6193845640165536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.378222507199666,0.0,0.0,0.0,0.0,0.0,9.313601530803952,0.0,0.0,24.998158569706707,7.64011051895741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,0.0,0.0,3.3092296357127142,0.0,0.0,0.0,0.0,3.714694743820879,0.0,0.0,0.0,0.0,4,1,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.132072236466994,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.460546922149765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3037077701106163,0.0,3.532373187026924,0.0,11.340872710618997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,0.0,2.328400382700988,0.0,3.532373187026924,9.614676372964118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.906405972641613,0.0,0.0,0.0,0.0,0.0,1.956836826268505,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,1.974228568980374,1.9229352745928237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0282957902506498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,2.328400382700988,0.0,1.9229352745928237,0.0,1.8901454517698328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8276250947884989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.353718190685278,0.0,0.0,0.0,0.0,1.8125872174239583,2.353718190685278,0.0,0.0,2.0469879232628028,0.0,0.0,0.0,2.328400382700988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8583967534552523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8583967534552523,0.0,0.0,0.0,0.0,2.066036118233497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8458705491856473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8583967534552523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3037077701106163,0.0,0.0,0.0,5.670436355309499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8583967534552523,0.0,0.0,0.0,0.0,2.328400382700988,0.0,0.0,5.768805823778471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8583967534552523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8583967534552523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.906405972641613,0.0,0.0,0.0,0.0,0.0,1.956836826268505,1.8583967534552523,0.0,0.0,0.0,0.0,2.066036118233497,0.0,1.974228568980374,1.9229352745928237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.15228802052106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0282957902506498,0.0,0.0,0.0,0.0,0.0,0.0,1.8583967534552523,0.0,0.0,0.0,0.0,1.9229352745928237,2.6850753266397205,1.8901454517698328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3037077701106163,2.328400382700988,0.0,0.0,20.791599969468162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8276250947884989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8583967534552523,0.0,0.0,0.0,0.0,2.328400382700988,2.328400382700988,0.0,21.15228802052106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8125872174239583,0.0,2.759183298793442,0.0,2.0469879232628028,0.0,1.8583967534552523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.330180591167487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.532373187026924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.142739375519223,48.07338186482059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.518538850553082,0.0,3.532373187026924,0.0,45.36349084247599,0.0,0.0,3.9378382951350885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.134667521598997,0.0,0.0,0.0,0.0,0.0,9.313601530803952,0.0,3.532373187026924,44.22751131563494,0.0,0.0,7.64011051895741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.906405972641613,0.0,0.0,0.0,0.0,0.0,1.956836826268505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.974228568980374,1.9229352745928237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0282957902506498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.328400382700988,0.0,1.9229352745928237,0.0,1.8901454517698328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8276250947884989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.353718190685278,0.0,0.0,0.0,0.0,1.8125872174239583,2.353718190685278,0.0,0.0,2.0469879232628028,0.0,0.0,0.0,2.328400382700988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8583967534552523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8583967534552523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8458705491856473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8583967534552523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.532373187026924,0.0,3.7802909035396657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8583967534552523,0.0,0.0,0.0,0.0,0.0,0.0,3.532373187026924,3.8458705491856473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8583967534552523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.04579389405023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.066036118233497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8458705491856473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.820055259478705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.8652295363973,0.0,2.3037077701106163,0.0,0.0,0.0,3.7802909035396657,0.0,0.0,0.0,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,0.0,0.0,3.9378382951350885,3.6193845640165536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.8559315044813,0.0,2.328400382700988,0.0,0.0,3.8458705491856473,0.0,0.0,0.0,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,0.0,0.0,0.0,0.0,0.0,4,9,0
