,as1 ld_ driver,call_fil msort overlap,call_fil msort overlap2,call_fil msort print_ca,call_fil overlap msort,call_fil overlap2 msort,call_fil print_ca msort,cat grep tcsh,cat stream_t call_fil,cfe ugen as1,detail_o ex ex,detail_o ex ls,detail_o ls tcsh,detail_o netscape ls,driver cfe ugen,driver sh ls,ex cfe ugen,ex ex cfe,ex ex ex,ex ex ls,ex ex netscape,ex ls ex,ex ls ls,ex ls tcsh,ex netscape ls,grep tcsh sort,ld_ driver cfe,ld_ driver sh,list2pl ex ex,list2pl ex ls,list2pl netscape ls,listpl ls tcsh,ls ex ex,ls ex ls,ls ls ex,ls ls ls,ls ls tcsh,ls tcsh detail_o,ls tcsh listpl,mediamai sendmail netscape,mediamai sendmail sendmail,msort overlap tcsh,msort overlap2 sort,msort print_ca tcsh,msort sort tcsh,msort tcsh cat,msort tcsh list2pl,netscape ls tcsh,netscape netscape netscape,netscape netscape test2pl,netscape sendmail sendmail,netscape test2pl ls,overlap msort tcsh,overlap tcsh cat,overlap2 msort sort,overlap2 sort tcsh,print_ca msort tcsh,print_ca tcsh cat,print_ca tcsh list2pl,rm rm rm,rm sh sed,sed rm sh,sed sed sh,sed sh sed,sed tcsh detail_o,sed tcsh listpl,sendmail sendmail sendmail,sendmail sendmail sh,sendmail sh mediamai,sh cat grep,sh detail_o ex,sh detail_o ls,sh detail_o netscape,sh ls tcsh,sh mediamai sendmail,sh sed rm,sh sed sed,sh sed sh,sort sh cat,sort sh detail_o,sort tcsh list2pl,sort tcsh listpl,stream_t call_fil msort,stream_t call_fil overlap,stream_t call_fil overlap2,stream_t call_fil print_ca,tcsh cat stream_t,tcsh detail_o ls,tcsh detail_o netscape,tcsh list2pl ex,tcsh list2pl netscape,tcsh listpl ls,tcsh sort sh,test2pl ls tcsh,testpl ls tcsh,ugen as1 ld_,User,Segment,Label
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.813514885405265,8.451040735173738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.570957502076894,4.071369687759612,8.451040735173738,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.142739375519223,16.891112535998328,17.261652396766937,0.0,0.0,0.0,0.0,0.0,17.66186593513462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,0.0,0.0,39,0,0
1,0.0,0.0,0.0,0.0,3.6251744348479167,0.0,0.0,3.7482902208467834,1.4529316453470882,0.0,0.0,0.0,1.9397423929092048,0.0,0.0,0.0,0.0,0.0,0.0,3.1269080789187598,0.0,0.0,0.0,0.0,0.0,3.6552501895769978,0.0,0.0,0.0,0.0,0.0,0.0,3.6193845640165536,3.714694743820879,4.225520367586869,0.0,3.9378382951350885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5375691895311308,0.0,0.0,0.0,0.0,0.0,0.0,3.6251744348479167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4619317753255103,0.0,0.0,0.0,0.0,2.583292632329778,0.0,2.167132235104866,0.0,0.0,0.0,0.0,0.0,0.0,2.616082455152769,2.066036118233497,0.0,0.0,0.0,3.6552501895769978,0.0,0.0,1.4425688583115415,2.4063619241706995,0.0,0.0,0.0,0.0,3.6857851338385745,0.0,0.0,0.0,39,1,0
2,20.809301793640508,0.0,0.0,2.2796102185315563,0.0,0.0,0.0,1.8741451104233917,1.4529316453470882,20.809301793640508,0.0,0.0,0.0,0.0,18.437045145890906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8276250947884989,18.437045145890906,3.244691114575143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9378382951350885,0.0,0.0,0.0,0.0,0.0,0.0,2.2796102185315563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6499840068284506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.066036118233497,0.0,0.0,2.066036118233497,0.0,0.0,0.0,1.4425688583115415,0.0,0.0,0.0,0.0,0.0,1.8428925669192873,3.0215475632609334,0.0,20.809301793640508,39,2,0
3,2.9727573990915013,0.0,4.225520367586869,2.2796102185315563,0.0,3.6193845640165536,3.3092296357127142,1.8741451104233917,5.811726581388353,5.9455147981830025,0.0,0.0,0.0,0.0,3.072840857648484,0.0,3.244691114575143,4.225520367586869,0.0,3.1269080789187598,0.0,3.714694743820879,3.714694743820879,0.0,0.0,1.8276250947884989,3.072840857648484,0.0,0.0,0.0,0.0,12.086190253043734,3.6193845640165536,3.714694743820879,0.0,0.0,7.875676590270177,0.0,4.225520367586869,0.0,0.0,0.0,4.225520367586869,2.2796102185315563,7.238769128033107,0.0,0.0,2.256079721121362,0.0,0.0,0.0,0.0,0.0,0.0,3.6193845640165536,4.225520367586869,3.3092296357127142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.167132235104866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.066036118233497,0.0,16.285478751038447,4.132072236466994,0.0,3.378222507199666,3.244691114575143,5.770275433246166,0.0,0.0,0.0,0.0,15.107737816304667,1.8428925669192873,0.0,4.225520367586869,5.9455147981830025,39,3,0
4,14.863786995457506,0.0,0.0,0.0,1.8125872174239583,3.6193845640165536,0.0,0.0,4.358794936041265,14.863786995457506,0.0,0.0,0.0,0.0,15.36420428824242,3.820055259478705,0.0,0.0,0.0,3.1269080789187598,0.0,0.0,0.0,0.0,0.0,0.0,12.291363430593936,3.244691114575143,0.0,0.0,0.0,0.0,3.6193845640165536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6193845640165536,1.7687845947655654,0.0,2.256079721121362,0.0,0.0,0.0,0.0,1.8125872174239583,0.0,3.6193845640165536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,0.0,3.6552501895769978,3.378222507199666,0.0,4.327706574934624,0.0,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,0.0,14.863786995457506,39,4,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7687845947655654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6850753266397205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,5,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.256079721121362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6850753266397205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,6,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,7,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.622435331270175,0.0,0.0,0.0,0.0,21.337166322001252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3105003791539955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.081249528580614,0.0,0.0,0.0,0.0,10.333170529319112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.464329820611075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.469981165877694,0.0,0.0,0.0,0.0,7.371570267677149,0.0,0.0,0.0,39,8,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.622435331270175,0.0,0.0,0.0,0.0,27.156393500728868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.482875284365496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.096922820082767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,0.0,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.233522427278572,0.0,0.0,0.0,0.0,2.583292632329778,0.0,4.334264470209732,0.0,0.0,0.0,0.0,0.0,0.0,2.616082455152769,4.132072236466994,0.0,0.0,0.0,0.0,0.0,0.0,1.4425688583115415,26.469981165877694,4.225520367586869,0.0,0.0,0.0,5.528677700757862,3.0215475632609334,0.0,0.0,39,9,0
