,as gcc gcc,as1 driver cfe,as1 driver ld_,as1 driver make,as1 ld_ driver,aus cfe ugen,aus gdb ddd,awk cat post,bison flex uname,cat cpp imake,cat date generic,cat file post,cat generic ls,cat hostname stty,cat more sh,cat post rm,cat spec less,cc1 as gcc,cc1 as ld_,cc1 gcc gcc,cfe driver make,cfe ugen as1,col ul more,cpp cc1 as,cpp cc1 gcc,cpp imake xmkmf,cpp sh xrdb,date generic generic,date generic gethost,date generic rm,date lp find,dd cfe driver,dd cfe ugen,dd dd cfe,dd dd dd,dd dd gdb,dd gdb ddd,dd ld_ driver,dd mkdir cat,ddd cfe ugen,ddd mkdir cat,download tcpostio tcpostio,driver cfe driver,driver cfe ugen,driver ld_ driver,driver make aus,driver make cfe,driver make dd,driver make kmist,driver make ksh,driver make ls,driver make mkdir,driver make netscape,driver make touch,endsessi gettxt printf,endsessi tellwm tellwm,endsessi xdm 4dwm,env ksh ksh,expr generic cat,fifo cat date,fifo rm unlock,file post awk,find expr generic,find mkdir expr,flex uname nawk,gcc gcc make,gcc gcc sh,gcc gcc uname,gcc make tput,gcc sh make,gcc sh uname,gcc uname nawk,gdb ddd cfe,gdb ddd mkdir,generic cat file,generic date generic,generic generic date,generic gethost download,generic ln ln,generic lp getpgrp,generic lp sh,generic ls generic,generic rm ls,generic tcppost sh,gethost download tcpostio,getopt true grep,getpgrp lock true,gettxt gettxt gettxt,gettxt gettxt xconfirm,gettxt hostname gettxt,gettxt printf endsessi,gettxt xconfirm endsessi,gnuplot_ sh gnuplot,grep date lp,hostname cat hostname,hostname gettxt gettxt,hostname id nawk,id nawk getopt,imake xmkmf sh,ksh ksh ksh,ksh ksh userenv,ksh userenv wait4wm,ksh xterm ksh,launchef hostname cat,launchef launchef sh,launchef netstat netscape,launchef sh gettxt,launchef sh hostname,launchef sh launchef,ld gcc gcc,ld_ driver aus,ld_ driver make,ld_ ld gcc,ld_ nm ld,ln generic lp,ln ln generic,lock netscape netscape,lock true ls,lp find expr,lp find mkdir,lp getpgrp lock,lp sh getpgrp,ls cfe ugen,ls generic date,ls ksh more,ls ls ls,ls more cfe,ls more ls,ls more more,ls sed fifo,ls uname nawk,make cfe driver,make cfe ugen,make dd cfe,make dd dd,make dd mkdir,make mkdir cat,make rm rm,make touch cfe,make touch uname,make tput cat,make uname nawk,man unpack col,mediamai sendmail cfe,mediamai sendmail ls,mediamai sendmail netscape,mediamai sendmail sendmail,metamail sh metamail,mkdir cat cpp,mkdir expr generic,mkpts dd dd,mkpts dd gdb,more cfe ugen,more ls more,more more more,more sh man,more sh metamail,nawk cpp cc1,nawk getopt true,nawk ld_ ld,nawk ld_ nm,netscape hostname id,netscape netscape hostname,netscape netscape ls,netscape netscape netscape,netscape netscape sendmail,netscape netscape sh,netscape sendmail sendmail,netscape sh sh,netstat netscape netscape,nm ld gcc,post awk cat,post rm generic,rm generic ln,rm ls sed,rm rm rmdir,rm rmdir sh,rm unlock rmdir,rmdir generic tcppost,rmdir sh sh,sed fifo cat,sed fifo rm,sendmail ls more,sendmail netscape netscape,sendmail sendmail sendmail,sendmail sendmail sh,sendmail sh mediamai,sh cat more,sh getpgrp lock,sh gettxt hostname,sh hostname cat,sh hostname id,sh launchef hostname,sh launchef netstat,sh lock netscape,sh make rm,sh man man,sh mediamai sendmail,sh metamail sh,sh metamail xterm,sh mkpts dd,sh sendmail sendmail,sh sh ddd,sh sh mkpts,sh sh sh,sh sh tr,sh tr sh,sh uname nawk,sh xrdb mkpts,tcpostio cat generic,tcpostio tcpostio cat,tcpostio tcpostio tcpostio,tcppost sh lock,tellwm tellwm xprop,tellwm xprop endsessi,touch cfe driver,touch cfe ugen,touch uname nawk,tput cat spec,tr sh cat,tr sh sh,true grep date,true ls sed,twm gettxt hostname,ugen as1 driver,ugen as1 ld_,ul more sh,uname nawk cpp,uname nawk ld_,unlock rmdir generic,unpack col ul,userenv wait4wm xhost,wait4wm xhost xsetroot,xconfirm endsessi endsessi,xconfirm endsessi gettxt,xconfirm endsessi tellwm,xdm 4dwm toolches,xhost xsetroot reaper,xmkmf sh make,xprop endsessi xdm,xsetroot reaper cat,xterm sendmail sendmail,User,Segment,Label
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64011051895741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,4.225520367586869,8.451040735173738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.756445014399332,6.904660958706775,10.134667521598997,0.0,6.904660958706775,0.0,0.0,0.0,6.756445014399332,0.0,0.0,0.0,4.071369687759612,8.451040735173738,8.451040735173738,0.0,3.9378382951350885,9.38072423675628,3.9378382951350885,4.071369687759612,3.820055259478705,6.2538161578375195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9378382951350885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.328400382700988,0.0,0.0,0.0,0.0,3.6193845640165536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.527142483543098,0.0,0.0,0.0,0.0,4.071369687759612,3.820055259478705,0.0,3.9378382951350885,3.9378382951350885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.142739375519223,0.0,0.0,0.0,0.0,4.071369687759612,3.714694743820879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.451040735173738,8.451040735173738,3.9378382951350885,0.0,3.714694743820879,4.225520367586869,8.451040735173738,0.0,3.820055259478705,8.451040735173738,0.0,19,0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.820055259478705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,4.225520367586869,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.378222507199666,6.904660958706775,3.378222507199666,0.0,6.904660958706775,0.0,0.0,0.0,3.378222507199666,0.0,0.0,0.0,0.0,4.225520367586869,4.225520367586869,0.0,3.9378382951350885,6.2538161578375195,0.0,0.0,0.0,15.634540394593799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.763571241771549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.763571241771549,11.053086735223022,11.280398605606809,0.0,0.0,0.0,0.0,0.0,3.9378382951350885,0.0,0.0,0.0,0.0,11.280398605606809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,0.0,0.0,0.0,0.0,4.071369687759612,3.714694743820879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,4.225520367586869,3.9378382951350885,0.0,3.714694743820879,4.225520367586869,4.225520367586869,0.0,3.820055259478705,4.225520367586869,0.0,19,1,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.142739375519223,0.0,0.0,0.0,0.0,3.1269080789187598,0.0,0.0,0.0,3.1269080789187598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.2100095675247,0.0,0.0,0.0,0.0,3.6193845640165536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.631852041133814,6.768239163364086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.768239163364086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.714694743820879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1269080789187598,0.0,0.0,3.820055259478705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64011051895741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8817856208857746,3.714694743820879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6193845640165536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.53840995022569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8817856208857746,11.053086735223022,9.024318884485448,3.6193845640165536,0.0,0.0,3.820055259478705,0.0,0.0,0.0,0.0,0.0,0.0,9.024318884485448,3.6193845640165536,3.714694743820879,0.0,0.0,0.0,0.0,6.6184592714254284,19.855377814276284,20.269335043197994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,16.891112535998328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,3,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28022103791482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64011051895741,6.043095126521867,17.290713725314646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.911206888617784,0.0,8.142739375519223,0.0,8.142739375519223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.145681715296968,14.408928104428874,22.106173470446045,22.560797211213618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.560797211213618,0.0,0.0,0.0,3.820055259478705,0.0,0.0,6.6184592714254284,3.3092296357127142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,4,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.429389487641758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1269080789187598,3.9378382951350885,0.0,0.0,3.1269080789187598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.043095126521867,5.763571241771549,3.714694743820879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.238769128033107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.970402296205929,6.6184592714254284,0.0,9.218522572945453,0.0,3.6193845640165536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,5.763571241771549,11.053086735223022,11.280398605606809,7.238769128033107,0.0,0.0,0.0,0.0,0.0,3.9378382951350885,0.0,0.0,0.0,11.280398605606809,7.238769128033107,3.714694743820879,0.0,3.820055259478705,0.0,0.0,3.3092296357127142,36.40152599283986,37.16044757919632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.904660958706775,30.404002564796993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,5,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.714694743820879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.820055259478705,0.0,0.0,3.532373187026924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.820055259478705,6.043095126521867,5.763571241771549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6193845640165536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.656800765401976,3.3092296357127142,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,5.763571241771549,15.474321429312234,15.792558047849534,3.6193845640165536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.048637768970895,3.6193845640165536,0.0,0.0,3.820055259478705,0.0,0.0,3.3092296357127142,19.855377814276284,20.269335043197994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,16.891112535998328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,6,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.714694743820879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6193845640165536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1269080789187598,0.0,0.0,3.820055259478705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,8.645356862657323,3.714694743820879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6193845640165536,3.6193845640165536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9852011481029646,3.3092296357127142,0.0,6.145681715296968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,8.645356862657323,15.474321429312234,15.792558047849534,3.6193845640165536,0.0,0.0,3.820055259478705,0.0,0.0,0.0,0.0,0.0,3.9378382951350885,15.792558047849534,3.6193845640165536,3.714694743820879,0.0,3.820055259478705,0.0,0.0,6.6184592714254284,29.78306672141443,30.404002564796993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,23.64755755039766,0.0,0.0,0.0,0.0,0.0,3.6193845640165536,0.0,0.0,0.0,3.6193845640165536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,19,7,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.144084231462637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,0.0,11.144084231462637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.858153692049662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.421234694089209,4.512159442242724,10.858153692049662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512159442242724,10.858153692049662,11.144084231462637,0.0,0.0,0.0,0.0,16.54614817856357,59.56613344282886,64.18622763679365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.356991438060163,54.051560115194654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.451040735173738,19,8,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.714694743820879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0646426897828,2.8817856208857746,3.714694743820879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6193845640165536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.52361109832866,3.3092296357127142,4.071369687759612,6.145681715296968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.218522572945453,2.8817856208857746,8.842469388178419,9.024318884485448,3.6193845640165536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.024318884485448,3.6193845640165536,3.714694743820879,0.0,0.0,0.0,0.0,0.0,3.3092296357127142,3.378222507199666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,3.378222507199666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,9,0
