,as gcc gcc,as1 ld_ driver,asl tcsh cat,augment_ ksh tcsh,augment_ paste ksh,augment_ paste wc,awk head sort,awk join join,awkhtml cat ksh,awkhtml egrep cat,cat augment_ paste,cat cat augment_,cat cat cat,cat cat cut,cat cat date,cat cat extract_,cat cat hightoll,cat cat ln,cat cat nawk,cat cgiparse cat,cat cut cat,cat cut ls,cat date cat,cat date date,cat date flock,cat date ls,cat extract_ cat,cat extract_ egrep,cat grep sed,cat hightoll cat,cat hightoll egrep,cat hightoll flock,cat hightoll hightoll,cat hightoll sed,cat htn_edit cat,cat htn_edit flock,cat htn_repo flock,cat ksh get_acc_,cat ln ln,cat ls date,cat ls nawk,cat mail tcsh,cat nawk awkhtml,cat nawk cat,cat nawk egrep,cat nawk hightoll,cat nawk htn_repo,cat nawk ln,cat nawk nawk,cat rm ln,cat stream_t msort,cat tail htn_repo,cc1 as gcc,cc1 gcc gcc,cfe ugen as1,cgiparse cat nawk,cgiparse cgiparse cgiparse,cgiparse cgiparse printf,cgiparse cgiparse sed,cgiparse printf htn_edit,cgiparse sed cgiparse,chmod cat nawk,cpp cc1 as,cpp cc1 gcc,cut cat nawk,cut htn_repo cut,cut ls cat,cut ls date,date cat ls,date cat nawk,date date cat,date date ls,date flock tcsh,date ls nawk,egrep cat nawk,egrep cut cat,egrep flock tcsh,egrep ksh tcsh,egrep nawk tcsh,egrep tee cut,extract_ cat nawk,extract_ egrep ksh,findobj print_us cat,findobj print_us nawk,flex uname nawk,flock flock tcsh,flock keep_up tcsh,flock tcsh flock,flock tcsh keep_up,flock tcsh tcsh,gcc gcc make,gcc gcc uname,gcc uname nawk,get_acc tcsh cat,get_acc_ ksh tcsh,grep sed ls,grep sed paste,head sort ln,hightoll cat cat,hightoll cat hightoll,hightoll cat ln,hightoll date date,hightoll flock tcsh,hightoll hightoll cat,hightoll print_do findobj,hightoll sed egrep,htn_edit cat date,htn_edit flock tcsh,htn_edit ls cat,htn_edit rm htn_edit,htn_repo cat cut,htn_repo cat nawk,htn_repo cut cat,htn_repo cut htn_repo,htn_repo print_do findobj,htn_repo sed htn_repo,join awk join,join join awk,keep_up keep_up sh,keep_up sh cat,keep_up sh flock,keep_up sh htn_repo,keep_up sh join,keep_up sh keep_up,keep_up sh sh,keep_up sh sleep,keep_up sh tcsh,keep_up tcsh sh,ksh get_acc_ ksh,ksh tcsh cat,ksh tcsh nawk,ld gcc gcc,ld_ driver tes,ld_ nm ld,ln cat date,ln chmod cat,ln ln perl,ln perl nawk,ln update date,ls cat grep,ls cat rm,ls date date,ls nawk myls,ls nawk myls2,ls nawk mylsre,mail tcsh hostname,more flock tcsh,myls nawk augment_,myls nawk cat,myls nawk ls,myls2 nawk cat,mylsre nawk cat,nawk augment_ paste,nawk awkhtml cat,nawk awkhtml egrep,nawk cat bo_table,nawk cat bo_top,nawk cat cat,nawk cat hightoll,nawk cat htn_edit,nawk cat htn_repo,nawk cat ls,nawk cat nawk,nawk cpp cc1,nawk egrep cut,nawk egrep tee,nawk hightoll date,nawk hightoll print_do,nawk htn_repo cat,nawk htn_repo cut,nawk ld_ nm,nawk ln chmod,nawk ls date,nawk myls nawk,nawk myls2 nawk,nawk mylsre nawk,nawk nawk cat,nawk nawk htn_repo,nawk nawk sort,nawk perl ksh,nawk sort sed,nawk tcsh get_acc,nm ld gcc,paste ksh tcsh,paste rm augment_,paste wc nawk,perl ksh tcsh,perl nawk awkhtml,print_do findobj print_us,print_us cat nawk,print_us cat tail,print_us nawk perl,printf htn_edit rm,rm augment_ ksh,rm htn_edit ls,rm ln cat,rm sort ln,sed asl tcsh,sed cgiparse cgiparse,sed cgiparse sed,sed egrep nawk,sed htn_repo print_do,sed ls cat,sed paste rm,sed sed asl,sendmail sendmail sendmail,sh cat hightoll,sh flock tcsh,sh htn_repo sed,sh keep_up sh,sh sh cat,sh sleep cat,sh tcsh keep_up,sleep cat date,sleep cat ln,sort flock tcsh,sort head cat,sort ln join,sort sed sed,stream_t msort make_del,tail htn_repo cut,tcsh cat cat,tcsh cat extract_,tcsh cat nawk,tcsh flock keep_up,tcsh flock tcsh,tcsh get_acc tcsh,tcsh keep_up flock,tcsh keep_up keep_up,tcsh keep_up sh,tcsh nawk cat,tcsh sh keep_up,tcsh tcsh keep_up,tee cut cat,ugen as1 ld_,uname nawk cpp,uname nawk ld_,wc nawk cat,User,Segment,Label
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9455147981830025,0.0,0.0,0.0,0.0,0.0,3.184066492758708,0.0,2.839226006466979,0.0,3.532373187026924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.001127748866466,2.4619317753255103,0.0,3.0215475632609334,0.0,4.867521796717629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.292157651814067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,0.0,0.0,0.0,0.0,2.839226006466979,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.250919077408596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,0.0,0.0,0.0,3.1269080789187598,0.0,0.0,0.0,0.0,0.0,2.3037077701106163,4.071369687759612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5515439340151977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.848873707519495,0.0,0.0,3.1269080789187598,0.0,0.0,2.616082455152769,3.1269080789187598,0.0,0.0,0.0,0.0,0.0,0.0,2.9727573990915013,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4337608983588144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2796102185315563,4.071369687759612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5515439340151977,0.0,0.0,0.0,0.0,0.0,4.210513662773557,0.0,0.0,0.0,3.1269080789187598,0.0,0.0,0.0,0.0,15,0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7802909035396657,0.0,2.9727573990915013,0.0,3.0215475632609334,0.0,4.334264470209732,0.0,0.0,0.0,2.839226006466979,0.0,0.0,0.0,0.0,3.184066492758708,0.0,2.9727573990915013,0.0,0.0,3.1269080789187598,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,34.72487680098148,2.4619317753255103,2.6499840068284506,3.0215475632609334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,4.292157651814067,10.740301306558882,0.0,0.0,0.0,3.1269080789187598,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,0.0,2.839226006466979,3.072840857648484,0.0,0.0,3.184066492758708,0.0,3.0215475632609334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,2.9727573990915013,0.0,0.0,0.0,3.184066492758708,3.1269080789187598,3.072840857648484,0.0,0.0,0.0,0.0,0.0,3.184066492758708,2.7984040119467233,10.740301306558882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1030878680303955,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,7.9677125843191,0.0,0.0,3.1269080789187598,0.0,28.3961410635091,0.0,3.1269080789187598,0.0,0.0,3.1269080789187598,2.616082455152769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,0.0,3.072840857648484,0.0,0.0,0.0,0.0,3.0215475632609334,0.0,2.4337608983588144,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9727573990915013,5.1030878680303955,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,0
2,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.184066492758708,0.0,0.0,3.0215475632609334,3.184066492758708,0.0,0.0,0.0,3.6193845640165536,0.0,3.072840857648484,4.225520367586869,0.0,0.0,3.072840857648484,0.0,0.0,3.244691114575143,0.0,0.0,3.6552501895769978,0.0,0.0,0.0,0.0,2.4337608983588144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.86088412024164,3.184066492758708,3.244691114575143,3.244691114575143,6.489382229150286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.244691114575143,0.0,3.244691114575143,0.0,0.0,0.0,0.0,0.0,0.0,2.839226006466979,3.072840857648484,0.0,3.072840857648484,3.184066492758708,0.0,0.0,0.0,0.0,0.0,0.0,4.250919077408596,0.0,0.0,0.0,0.0,3.072840857648484,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,0.0,0.0,3.072840857648484,4.071369687759612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3037077701106163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,5.1030878680303955,0.0,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,3.3092296357127142,0.0,0.0,0.0,0.0,0.0,0.0,3.244691114575143,0.0,3.0215475632609334,0.0,0.0,0.0,1.991928146079775,2.721442970810595,3.3092296357127142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.244691114575143,0.0,0.0,3.072840857648484,0.0,3.072840857648484,3.072840857648484,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,3.244691114575143,3.378222507199666,3.072840857648484,0.0,0.0,0.0,3.1269080789187598,0.0,0.0,2.2796102185315563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1269080789187598,0.0,0.0,2.9727573990915013,2.9727573990915013,5.1030878680303955,0.0,0.0,3.072840857648484,0.0,0.0,4.210513662773557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2,0
3,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,3.072840857648484,3.184066492758708,0.0,0.0,22.681745421237995,0.0,0.0,3.072840857648484,3.0215475632609334,3.714694743820879,2.167132235104866,3.714694743820879,0.0,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,0.0,0.0,5.9455147981830025,0.0,0.0,3.1269080789187598,0.0,0.0,0.0,0.0,3.072840857648484,3.1269080789187598,0.0,0.0,0.0,3.0215475632609334,18.27625094788499,2.4619317753255103,5.299968013656901,0.0,3.184066492758708,2.4337608983588144,0.0,0.0,0.0,0.0,0.0,0.0,3.532373187026924,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,2.1460788259070336,0.0,0.0,0.0,0.0,0.0,0.0,2.188638440325829,0.0,2.0854542040905986,3.184066492758708,3.0215475632609334,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,3.0215475632609334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,0.0,3.6193845640165536,2.9727573990915013,0.0,3.532373187026924,0.0,3.184066492758708,3.1269080789187598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,5.1030878680303955,0.0,0.0,0.0,0.0,0.0,3.072840857648484,3.0215475632609334,3.072840857648484,0.0,0.0,0.0,0.0,2.188638440325829,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,3.0215475632609334,3.072840857648484,0.0,0.0,5.975784438239325,2.721442970810595,0.0,0.0,0.0,16.226366322005198,0.0,3.1269080789187598,0.0,3.532373187026924,3.1269080789187598,0.0,0.0,0.0,3.184066492758708,0.0,2.188638440325829,0.0,0.0,0.0,0.0,3.072840857648484,3.0215475632609334,3.072840857648484,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,3.0215475632609334,2.4337608983588144,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,3.1269080789187598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1269080789187598,0.0,0.0,2.9727573990915013,0.0,5.1030878680303955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.5638179181341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,4,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.2342542734436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,5,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.2342542734436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,6,0
7,0.0,0.0,0.0,0.0,0.0,3.9378382951350885,0.0,0.0,0.0,3.184066492758708,3.9378382951350885,3.820055259478705,75.60581807079332,0.0,0.0,0.0,0.0,0.0,2.167132235104866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.184066492758708,0.0,0.0,0.0,3.6193845640165536,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.820055259478705,3.0215475632609334,5.482875284365496,2.4619317753255103,2.6499840068284506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1460788259070336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.184066492758708,3.0215475632609334,0.0,2.839226006466979,3.072840857648484,0.0,0.0,3.184066492758708,0.0,3.0215475632609334,0.0,3.0215475632609334,0.0,0.0,0.0,3.072840857648484,0.0,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1269080789187598,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,0.0,0.0,0.0,0.0,0.0,3.4523304793533875,0.0,0.0,0.0,0.0,5.1030878680303955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.820055259478705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,1.991928146079775,2.721442970810595,0.0,0.0,0.0,4.0565915805012995,0.0,3.1269080789187598,0.0,0.0,3.1269080789187598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,0.0,3.072840857648484,0.0,0.0,0.0,3.9378382951350885,3.0215475632609334,0.0,2.4337608983588144,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9727573990915013,5.1030878680303955,0.0,0.0,3.072840857648484,0.0,3.378222507199666,0.0,0.0,0.0,3.0215475632609334,0.0,0.0,0.0,0.0,3.9378382951350885,15,7,0
8,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,3.0215475632609334,0.0,0.0,0.0,3.184066492758708,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,0.0,0.0,2.9727573990915013,0.0,0.0,3.1269080789187598,0.0,0.0,0.0,0.0,3.072840857648484,3.1269080789187598,0.0,0.0,0.0,0.0,29.242001516615982,2.4619317753255103,0.0,0.0,3.184066492758708,7.301282695076443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,4.292157651814067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,2.839226006466979,0.0,3.072840857648484,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.250919077408596,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,0.0,0.0,2.9727573990915013,4.225520367586869,0.0,0.0,3.184066492758708,0.0,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,0.0,0.0,0.0,3.1269080789187598,3.244691114575143,0.0,0.0,0.0,0.0,2.3037077701106163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,5.1030878680303955,0.0,0.0,0.0,0.0,0.0,3.072840857648484,3.0215475632609334,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,0.0,0.0,0.0,1.991928146079775,2.721442970810595,0.0,0.0,0.0,30.424436853759747,0.0,0.0,3.1269080789187598,0.0,0.0,2.616082455152769,0.0,0.0,3.184066492758708,0.0,0.0,0.0,0.0,2.9727573990915013,3.072840857648484,3.072840857648484,0.0,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,3.0215475632609334,2.4337608983588144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072840857648484,0.0,0.0,0.0,3.244691114575143,0.0,0.0,3.1269080789187598,0.0,0.0,2.2796102185315563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1269080789187598,0.0,0.0,2.9727573990915013,0.0,5.1030878680303955,0.0,0.0,0.0,0.0,0.0,4.210513662773557,0.0,0.0,0.0,3.1269080789187598,0.0,0.0,0.0,0.0,15,8,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7802909035396657,0.0,2.9727573990915013,0.0,0.0,0.0,2.167132235104866,0.0,0.0,0.0,2.839226006466979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.82875284365497,0.0,0.0,6.043095126521867,0.0,0.0,0.0,0.0,3.820055259478705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1460788259070336,18.795527286478045,0.0,0.0,0.0,3.1269080789187598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.378222507199666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.184066492758708,2.7984040119467233,21.480602613117764,3.1269080789187598,3.244691114575143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98385629215955,0.0,0.0,3.1269080789187598,0.0,54.763986336767545,0.0,0.0,0.0,0.0,0.0,2.616082455152769,3.1269080789187598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4337608983588144,0.0,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.244691114575143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9378382951350885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,9,0
