,aout cfe ugen,as gcc gcc,as1 cfe ugen,as1 driver tcsh,as1 ld_ driver,cat cpp imake,cat mail tcsh,cc1 as gcc,cc1 gcc gcc,cfe driver tcsh,cfe ugen as1,cfe uopt ugen,col col less,col less sh,cpp cc1 as,cpp cc1 gcc,cpp imake xmkmf,date date sh,date sh efm,date sh less,date sh tail,date sh tcsh,date sh uname,date sh wc,driver tcsh cfe,driver tcsh ld_,driver tcsh make,driver wc sh,efm date sh,efm gdb ddd,efm less less,efm less tcsh,efm stty tcsh,efm tcsh cfe,gcc gcc tcsh,gcc tcsh make,gcc tcsh uname,head wc sh,imake xmkmf sh,ld gcc gcc,ld_ driver tcsh,ld_ driver wc,ld_ nm ld,less date sh,less efm tcsh,less less tcsh,less sh man,less tcsh cfe,less tcsh ls,less tcsh tcsh,ln tcsh date,ls ls less,ls tcsh ls,mail tcsh stty,make cfe uopt,make efm stty,make ln tcsh,make mkdir cat,make rm cfe,make rm rm,mediamai sendmail ls,mediamai sendmail sendmail,mkdir cat cpp,mkpts stty tcsh,nawk cpp cc1,nawk ld_ nm,nm ld gcc,rm cfe uopt,rm rm rmdir,rm rmdir sh,rm uname nawk,rmdir sh sh,sendmail sendmail sendmail,sendmail sendmail sh,sendmail sh mediamai,sh aout cfe,sh efm date,sh efm gdb,sh efm less,sh efm stty,sh head wc,sh less date,sh less efm,sh make rm,sh man man,sh mediamai sendmail,sh mkpts stty,sh sh mkpts,sh sh sh,sh sh stty,sh stty tcsh,sh uname nawk,sh wc sh,stty tcsh date,stty tcsh xrdb,tail date sh,tcsh cat mail,tcsh cfe driver,tcsh cfe uopt,tcsh date sh,tcsh ld_ driver,tcsh ls rm,tcsh make cfe,tcsh make efm,tcsh make ln,tcsh make mkdir,tcsh make rm,tcsh stty tcsh,tcsh tcsh less,tcsh uname nawk,tcsh xrdb tcsh,ugen as1 cfe,ugen as1 driver,ugen as1 ld_,uname cat platform,uname nawk cpp,uname nawk ld_,unpack col col,uopt ugen as1,wc sh aout,wc sh date,wc sh head,xmkmf sh make,xrdb tcsh ls,User,Segment,Label
0,0.0,0.0,0.0,11.053086735223022,0.0,0.0,3.378222507199666,0.0,0.0,0.0,0.0,11.053086735223022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8583967534552523,5.166585264659556,7.061154572055834,6.911123310331849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9852011481029646,0.0,0.0,2.926237383456608,0.0,4.071369687759612,0.0,0.0,0.0,8.451040735173738,0.0,0.0,8.142739375519223,3.532373187026924,3.244691114575143,0.0,0.0,0.0,3.714694743820879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.184066492758708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.743140535354298,0.0,3.532373187026924,0.0,0.0,0.0,4.812723848341399,0.0,6.9852011481029646,4.225520367586869,3.244691114575143,0.0,0.0,0.0,3.378222507199666,3.378222507199666,4.225520367586869,0.0,3.6193845640165536,0.0,10.943192201629145,0.0,0.0,0.0,0.0,0.0,11.053086735223022,0.0,0.0,0.0,0.0,4.225520367586869,31,0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.77305807828722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.906405972641613,0.0,0.0,31,1,0
2,0.0,0.0,0.0,6.631852041133814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.631852041133814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.575190260365757,2.583292632329778,4.707436381370556,4.607415540221233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.656800765401976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.714694743820879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.184066492758708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.91520673990147,0.0,0.0,0.0,0.0,0.0,4.812723848341399,0.0,4.656800765401976,4.225520367586869,0.0,0.0,0.0,0.0,3.378222507199666,0.0,0.0,0.0,0.0,0.0,6.565915320977488,0.0,0.0,0.0,0.0,0.0,6.631852041133814,0.0,3.7802909035396657,1.906405972641613,0.0,0.0,31,2,0
3,0.0,0.0,0.0,2.2106173470446047,0.0,0.0,0.0,0.0,0.0,3.3092296357127142,0.0,2.2106173470446047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7167935069105047,0.0,2.353718190685278,4.607415540221233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.328400382700988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,0.0,0.0,3.244691114575143,0.0,0.0,0.0,3.714694743820879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.184066492758708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.75809930682075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.328400382700988,0.0,3.244691114575143,0.0,0.0,0.0,3.378222507199666,0.0,0.0,0.0,0.0,0.0,2.188638440325829,0.0,0.0,0.0,0.0,0.0,2.2106173470446047,0.0,5.670436355309499,0.0,0.0,0.0,31,3,0
4,0.0,0.0,0.0,30.948642858624467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.73802551157986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.416218955627556,7.061154572055834,6.911123310331849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9852011481029646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,0.0,3.244691114575143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.876343090048394,0.0,6.9852011481029646,0.0,3.244691114575143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.64093816456161,0.0,0.0,0.0,0.0,0.0,28.73802551157986,0.0,0.0,0.0,0.0,0.0,31,4,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.78506656535573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.225520367586869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,5,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.927805940874954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,6,0
7,0.0,0.0,0.0,2.2106173470446047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2106173470446047,0.0,0.0,0.0,0.0,0.0,0.0,4.292157651814067,2.6850753266397205,0.0,0.0,0.0,5.575190260365757,0.0,2.353718190685278,2.3037077701106163,0.0,4.071369687759612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8794847858184096,0.0,0.0,2.328400382700988,0.0,0.0,2.926237383456608,0.0,0.0,0.0,0.0,8.142739375519223,0.0,2.8817856208857746,4.071369687759612,0.0,0.0,0.0,0.0,2.8817856208857746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,0.0,3.1269080789187598,0.0,3.8794847858184096,3.072840857648484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.371570267677149,0.0,0.0,4.225520367586869,0.0,0.0,0.0,2.0282957902506498,2.328400382700988,0.0,0.0,0.0,2.7984040119467233,0.0,0.0,0.0,4.225520367586869,0.0,0.0,0.0,2.188638440325829,0.0,0.0,0.0,0.0,0.0,2.2106173470446047,0.0,7.560581807079331,3.812811945283226,0.0,0.0,31,7,0
8,0.0,0.0,0.0,4.421234694089209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.421234694089209,0.0,0.0,0.0,0.0,0.0,0.0,4.292157651814067,0.0,0.0,0.0,0.0,9.291983767276262,0.0,4.707436381370556,4.607415540221233,0.0,4.071369687759612,0.0,0.0,3.9378382951350885,0.0,0.0,0.0,0.0,0.0,5.819227178727615,0.0,0.0,4.656800765401976,0.0,0.0,0.0,0.0,0.0,0.0,3.820055259478705,0.0,0.0,2.8817856208857746,0.0,0.0,0.0,0.0,0.0,5.763571241771549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,0.0,3.1269080789187598,0.0,5.819227178727615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.214462834596436,0.0,0.0,0.0,0.0,0.0,4.812723848341399,2.0282957902506498,4.656800765401976,0.0,0.0,0.0,5.596808023893447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.377276880651658,0.0,0.0,0.0,0.0,0.0,4.421234694089209,0.0,11.340872710618997,5.719217917924839,0.0,0.0,31,8,0
9,0.0,19.470087186870515,0.0,0.0,0.0,2.9727573990915013,0.0,22.157385977929593,4.225520367586869,0.0,0.0,0.0,0.0,0.0,21.41724309379685,4.225520367586869,2.9727573990915013,0.0,2.1460788259070336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9378382951350885,0.0,0.0,0.0,21.41724309379685,2.6499840068284506,19.470087186870515,0.0,2.9727573990915013,0.0,0.0,0.0,0.0,0.0,0.0,4.071369687759612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.714694743820879,0.0,2.926237383456608,0.0,0.0,2.9727573990915013,0.0,23.037077701106163,0.0,0.0,0.0,2.926237383456608,2.926237383456608,3.532373187026924,2.926237383456608,0.0,0.0,0.0,0.0,0.0,0.0,3.1269080789187598,0.0,0.0,0.0,0.0,2.926237383456608,0.0,0.0,0.0,3.378222507199666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.820055259478705,0.0,0.0,0.0,19.470087186870515,0.0,0.0,0.0,0.0,0.0,23.037077701106163,0.0,0.0,0.0,0.0,0.0,0.0,2.926237383456608,0.0,31,9,0
